This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
198006,    954,   1172,    411,    117,   1541
198007,    993,   1268,    463,    136,   1635
198008,    990,   1262,    459,    135,   1618
198009,    980,   1255,    456,    133,   1610
198010,    975,   1253,    455,    133,   1601
198011,    973,   1248,    452,    132,   1595
198012,    965,   1244,    447,    132,   1583
198101,    953,   1241,    442,    131,   1575
198102,    945,   1234,    441,    130,   1567
198103,    941,   1226,    438,    129,   1563
198104,    934,   1219,    437,    127,   1557
198105,    929,   1214,    437,    126,   1556
198106,    921,   1206,    435,    126,   1548
198107,    982,   1387,    577,    157,   1732
198108,    975,   1381,    576,    157,   1730
198109,    968,   1380,    574,    156,   1717
198110,    961,   1374,    571,    155,   1707
198111,    956,   1370,    567,    155,   1700
198112,    948,   1363,    565,    153,   1694
198201,    944,   1360,    561,    153,   1681
198202,    940,   1354,    559,    153,   1672
198203,    933,   1349,    555,    151,   1657
198204,    926,   1342,    551,    150,   1639
198205,    916,   1340,    550,    150,   1626
198206,    908,   1337,    549,    148,   1615
198207,    964,   1440,    653,    176,   1709
198208,    959,   1434,    651,    175,   1697
198209,    955,   1421,    648,    173,   1673
198210,    948,   1412,    644,    172,   1657
198211,    939,   1408,    642,    171,   1633
198212,    938,   1397,    638,    169,   1618
198301,    928,   1383,    636,    168,   1595
198302,    924,   1373,    635,    166,   1588
198303,    919,   1369,    633,    163,   1580
198304,    917,   1360,    631,    161,   1573
198305,    913,   1354,    623,    161,   1560
198306,    908,   1343,    618,    160,   1548
198307,   1006,   1414,    753,    205,   1719
198308,   1000,   1398,    750,    203,   1704
198309,    994,   1385,    746,    203,   1691
198310,    993,   1376,    742,    203,   1683
198311,    989,   1373,    740,    203,   1673
198312,    981,   1361,    737,    202,   1666
198401,    972,   1349,    735,    199,   1651
198402,    958,   1341,    733,    197,   1643
198403,    955,   1332,    732,    197,   1633
198404,    949,   1324,    729,    197,   1622
198405,    940,   1321,    728,    194,   1610
198406,    932,   1310,    719,    194,   1591
198407,   1104,   1434,    989,    289,   1849
198408,   1099,   1429,    986,    288,   1836
198409,   1080,   1411,    979,    286,   1816
198410,   1072,   1403,    968,    283,   1792
198411,   1064,   1384,    961,    282,   1775
198412,   1056,   1373,    958,    278,   1765
198501,   1044,   1363,    950,    274,   1737
198502,   1038,   1349,    944,    273,   1728
198503,   1031,   1338,    937,    270,   1721
198504,   1020,   1334,    929,    269,   1707
198505,   1002,   1324,    923,    269,   1687
198506,    992,   1312,    910,    264,   1672
198507,   1079,   1394,   1027,    315,   1753
198508,   1070,   1380,   1016,    314,   1731
198509,   1060,   1373,   1009,    312,   1713
198510,   1047,   1360,    999,    310,   1704
198511,   1034,   1347,    991,    307,   1686
198512,   1019,   1335,    981,    303,   1669
198601,   1012,   1324,    973,    299,   1645
198602,   1004,   1316,    968,    296,   1634
198603,    997,   1303,    955,    292,   1619
198604,    984,   1289,    947,    288,   1605
198605,    975,   1275,    941,    284,   1587
198606,    967,   1257,    931,    280,   1575
198607,   1137,   1389,   1039,    362,   1781
198608,   1130,   1375,   1030,    359,   1763
198609,   1120,   1362,   1021,    357,   1746
198610,   1108,   1346,   1010,    352,   1734
198611,   1095,   1331,    998,    345,   1714
198612,   1077,   1300,    983,    344,   1681
198701,   1060,   1293,    971,    338,   1665
198702,   1058,   1284,    969,    335,   1660
198703,   1052,   1272,    963,    331,   1648
198704,   1041,   1261,    961,    331,   1640
198705,   1037,   1256,    956,    331,   1626
198706,   1027,   1246,    946,    330,   1616
198707,   1203,   1353,   1088,    412,   2054
198708,   1192,   1343,   1074,    410,   2041
198709,   1184,   1330,   1065,    408,   2035
198710,   1168,   1318,   1055,    407,   2014
198711,   1153,   1307,   1049,    401,   1995
198712,   1136,   1300,   1037,    397,   1979
198801,   1130,   1293,   1031,    392,   1963
198802,   1122,   1281,   1016,    390,   1940
198803,   1109,   1274,   1010,    382,   1926
198804,   1089,   1265,   1002,    381,   1913
198805,   1064,   1252,    990,    379,   1890
198806,   1053,   1240,    980,    375,   1879
198807,   1186,   1292,   1074,    414,   2072
198808,   1171,   1279,   1062,    407,   2046
198809,   1160,   1269,   1052,    398,   2027
198810,   1151,   1259,   1046,    396,   2013
198811,   1138,   1242,   1035,    391,   1997
198812,   1114,   1230,   1020,    388,   1969
198901,   1103,   1222,   1009,    386,   1952
198902,   1095,   1216,    995,    384,   1936
198903,   1086,   1210,    981,    381,   1919
198904,   1078,   1206,    975,    377,   1901
198905,   1064,   1197,    962,    374,   1888
198906,   1051,   1182,    951,    368,   1867
198907,   1123,   1260,   1001,    398,   1985
198908,   1112,   1250,    992,    396,   1957
198909,   1097,   1241,    985,    394,   1933
198910,   1090,   1232,    981,    389,   1921
198911,   1078,   1227,    970,    387,   1898
198912,   1069,   1219,    965,    384,   1879
199001,   1063,   1208,    957,    380,   1858
199002,   1053,   1204,    951,    378,   1842
199003,   1047,   1196,    944,    377,   1824
199004,   1036,   1192,    935,    373,   1810
199005,   1029,   1184,    927,    371,   1790
199006,   1017,   1177,    911,    366,   1771
199007,   1093,   1223,    989,    428,   1923
199008,   1083,   1214,    980,    428,   1901
199009,   1076,   1210,    975,    426,   1885
199010,   1064,   1203,    969,    422,   1869
199011,   1057,   1195,    960,    417,   1853
199012,   1056,   1185,    951,    416,   1841
199101,   1050,   1179,    947,    413,   1817
199102,   1044,   1174,    942,    408,   1808
199103,   1039,   1167,    933,    405,   1798
199104,   1027,   1154,    926,    402,   1779
199105,   1017,   1146,    922,    400,   1763
199106,   1008,   1144,    917,    398,   1754
199107,   1059,   1206,    957,    459,   1855
199108,   1051,   1202,    952,    455,   1843
199109,   1046,   1201,    945,    454,   1831
199110,   1040,   1199,    936,    451,   1819
199111,   1031,   1196,    928,    451,   1806
199112,   1026,   1191,    916,    448,   1785
199201,   1021,   1185,    910,    446,   1769
199202,   1012,   1181,    904,    441,   1759
199203,   1005,   1177,    897,    440,   1737
199204,    997,   1168,    891,    437,   1719
199205,    987,   1157,    882,    433,   1701
199206,    976,   1144,    868,    429,   1683
199207,   1129,   1195,    974,    550,   1823
199208,   1116,   1185,    961,    548,   1810
199209,   1110,   1180,    958,    542,   1797
199210,   1100,   1175,    952,    534,   1777
199211,   1093,   1172,    947,    534,   1768
199212,   1091,   1168,    941,    533,   1750
199301,   1088,   1164,    933,    532,   1732
199302,   1083,   1162,    930,    529,   1720
199303,   1078,   1159,    922,    527,   1700
199304,   1075,   1157,    919,    523,   1692
199305,   1074,   1153,    916,    519,   1682
199306,   1068,   1144,    913,    518,   1672
199307,   1206,   1207,   1031,    598,   1899
199308,   1202,   1201,   1028,    592,   1888
199309,   1199,   1198,   1023,    588,   1882
199310,   1194,   1195,   1020,    585,   1869
199311,   1189,   1186,   1018,    583,   1864
199312,   1184,   1181,   1009,    581,   1845
199401,   1177,   1178,   1007,    580,   1825
199402,   1173,   1173,   1001,    575,   1813
199403,   1171,   1170,    998,    573,   1799
199404,   1170,   1164,    991,    569,   1788
199405,   1167,   1158,    984,    563,   1776
199406,   1162,   1154,    980,    555,   1759
199407,   1367,   1305,   1158,    623,   2075
199408,   1359,   1298,   1150,    622,   2057
199409,   1349,   1295,   1139,    618,   2041
199410,   1346,   1289,   1133,    609,   2029
199411,   1339,   1284,   1126,    605,   2017
199412,   1329,   1275,   1112,    600,   2003
199501,   1322,   1271,   1103,    595,   1978
199502,   1317,   1264,   1096,    591,   1963
199503,   1308,   1256,   1086,    585,   1948
199504,   1297,   1251,   1083,    581,   1930
199505,   1283,   1242,   1077,    574,   1913
199506,   1270,   1233,   1063,    573,   1896
199507,   1390,   1305,   1206,    620,   2105
199508,   1378,   1304,   1196,    612,   2093
199509,   1372,   1297,   1189,    607,   2081
199510,   1361,   1291,   1181,    602,   2061
199511,   1352,   1284,   1175,    593,   2047
199512,   1345,   1281,   1163,    590,   2029
199601,   1334,   1273,   1157,    586,   1995
199602,   1325,   1263,   1147,    583,   1981
199603,   1324,   1253,   1144,    579,   1963
199604,   1321,   1247,   1138,    576,   1939
199605,   1314,   1238,   1130,    572,   1924
199606,   1302,   1234,   1127,    568,   1911
199607,   1429,   1326,   1412,    696,   2197
199608,   1421,   1315,   1400,    691,   2183
199609,   1407,   1309,   1395,    687,   2171
199610,   1396,   1300,   1387,    686,   2151
199611,   1388,   1294,   1379,    684,   2132
199612,   1376,   1286,   1371,    677,   2112
199701,   1366,   1276,   1359,    672,   2094
199702,   1354,   1274,   1349,    669,   2082
199703,   1344,   1264,   1337,    664,   2060
199704,   1336,   1262,   1326,    660,   2041
199705,   1329,   1257,   1316,    657,   2026
199706,   1317,   1250,   1305,    653,   1997
199707,   1433,   1335,   1521,    732,   2249
199708,   1419,   1316,   1510,    727,   2225
199709,   1402,   1310,   1501,    717,   2210
199710,   1390,   1296,   1494,    710,   2189
199711,   1380,   1288,   1481,    705,   2171
199712,   1363,   1274,   1461,    698,   2139
199801,   1346,   1261,   1447,    693,   2121
199802,   1332,   1257,   1432,    689,   2095
199803,   1314,   1248,   1417,    680,   2064
199804,   1303,   1236,   1405,    677,   2035
199805,   1292,   1230,   1389,    671,   2012
199806,   1280,   1213,   1366,    664,   1985
199807,   1391,   1266,   1537,    728,   2212
199808,   1376,   1256,   1520,    720,   2186
199809,   1356,   1243,   1493,    712,   2168
199810,   1334,   1228,   1464,    692,   2136
199811,   1323,   1221,   1449,    683,   2115
199812,   1306,   1212,   1431,    673,   2083
199901,   1288,   1198,   1412,    665,   2056
199902,   1272,   1185,   1398,    659,   2032
