This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
196601,    134.46,    515.90,    221.24,    709.90,    263.22,   1651.52,    131.80,    529.02,    443.23,    114.03
196602,    137.83,    517.87,    229.24,    716.78,    266.72,   1629.97,    125.79,    542.86,    428.87,    120.54
196603,    136.65,    507.42,    226.99,    686.97,    279.50,   1625.81,    123.60,    532.88,    409.41,    122.71
196604,    133.52,    491.21,    222.94,    676.99,    276.72,   1544.02,    121.29,    523.77,    407.50,    118.94
196605,    134.85,    491.16,    229.78,    703.59,    299.55,   1563.40,    126.39,    523.24,    411.27,    122.71
196606,    128.28,    450.58,    216.27,    678.26,    280.74,   1503.97,    122.84,    494.08,    398.41,    112.89
196607,    120.40,    440.46,    207.71,    653.21,    268.04,   1476.25,    112.90,    496.67,    386.25,    113.67
196608,    118.85,    429.15,    204.57,    655.27,    264.94,   1458.96,    110.45,    487.79,    384.52,    112.19
196609,    109.95,    394.36,    187.56,    607.44,    248.41,   1379.79,    102.98,    446.51,    349.82,     98.73
196610,    107.98,    389.57,    181.21,    636.77,    243.44,   1369.25,    101.23,    441.12,    363.91,     96.88
196611,    112.70,    394.18,    186.32,    690.14,    244.12,   1495.15,    100.61,    462.24,    399.07,    100.20
196612,    115.54,    375.88,    190.74,    675.83,    271.63,   1440.62,    101.22,    491.44,    391.78,    108.44
196701,    115.48,    368.18,    193.33,    671.22,    272.46,   1480.88,     96.86,    490.50,    398.73,    111.07
196702,    126.66,    412.46,    215.43,    693.50,    300.21,   1573.10,    108.01,    521.38,    408.98,    124.43
196703,    128.62,    405.48,    217.30,    694.96,    321.41,   1594.85,    112.05,    526.81,    400.35,    123.68
196704,    134.70,    422.09,    229.83,    719.55,    341.49,   1638.91,    114.53,    567.68,    405.19,    129.23
196705,    141.46,    471.28,    238.87,    737.31,    369.04,   1696.53,    125.41,    592.66,    411.77,    131.75
196706,    137.11,    440.59,    229.74,    713.16,    351.95,   1587.79,    119.07,    559.30,    393.00,    129.37
196707,    139.57,    418.92,    227.49,    723.41,    357.17,   1611.72,    121.21,    585.80,    384.36,    135.72
196708,    148.00,    467.11,    239.56,    780.35,    371.11,   1504.96,    128.21,    607.64,    392.28,    146.98
196709,    146.70,    468.96,    239.99,    762.63,    368.14,   1473.84,    127.62,    609.58,    387.97,    145.69
196710,    151.76,    491.70,    248.24,    789.57,    400.72,   1606.78,    130.94,    626.82,    386.39,    145.59
196711,    148.60,    473.58,    237.45,    780.46,    419.91,   1617.88,    132.16,    595.03,    364.32,    138.09
196712,    148.58,    466.37,    239.23,    785.08,    427.48,   1604.35,    133.47,    615.73,    374.09,    136.65
196801,    153.36,    469.72,    254.21,    815.53,    438.68,   1674.68,    138.44,    633.81,    388.63,    144.29
196802,    152.29,    448.67,    238.33,    805.55,    402.45,   1719.76,    140.30,    591.74,    388.02,    140.37
196803,    148.72,    434.91,    227.51,    779.73,    383.34,   1662.72,    139.08,    564.69,    380.55,    135.16
196804,    149.38,    437.07,    229.57,    788.61,    398.99,   1640.51,    143.51,    564.65,    358.71,    135.70
196805,    166.87,    492.97,    255.32,    831.90,    448.33,   1676.87,    161.00,    631.40,    366.04,    152.03
196806,    176.97,    487.08,    264.51,    861.10,    467.22,   1648.75,    167.60,    650.42,    366.06,    161.81
196807,    175.56,    463.04,    259.81,    874.51,    419.82,   1538.98,    163.56,    624.95,    393.25,    169.15
196808,    168.84,    449.20,    249.65,    918.86,    396.28,   1535.98,    155.04,    599.06,    392.70,    162.97
196809,    173.20,    451.65,    257.67,    924.87,    399.51,   1539.82,    158.10,    600.71,    387.58,    162.60
196810,    181.54,    485.77,    271.26,    957.35,    412.77,   1583.61,    171.84,    605.68,    387.31,    177.32
196811,    182.93,    510.94,    274.40,    978.45,    393.84,   1633.73,    174.21,    605.03,    387.85,    179.38
196812,    190.76,    504.37,    291.60,   1037.72,    427.43,   1707.80,    182.51,    651.93,    420.15,    193.16
196901,    188.40,    484.48,    282.55,   1010.51,    404.18,   1591.17,    178.38,    644.27,    406.76,    186.73
196902,    186.56,    479.24,    282.97,    997.78,    387.29,   1610.22,    176.25,    642.37,    415.41,    188.19
196903,    173.67,    463.35,    265.98,    938.89,    374.31,   1541.77,    169.25,    607.37,    391.95,    173.01
196904,    176.39,    486.30,    272.67,   1004.88,    396.56,   1585.91,    177.75,    626.99,    385.53,    174.49
196905,    178.01,    491.93,    276.23,    999.66,    411.88,   1708.57,    185.05,    657.60,    389.35,    175.40
196906,    180.19,    493.34,    273.21,   1027.01,    403.96,   1712.20,    185.62,    666.52,    387.65,    173.59
196907,    161.28,    430.09,    246.01,    926.66,    373.31,   1552.99,    167.52,    598.53,    358.74,    180.27
196908,    149.86,    401.29,    232.77,    835.94,    355.83,   1483.21,    153.00,    581.72,    346.78,    163.90
196909,    157.32,    410.83,    241.72,    884.95,    379.87,   1492.70,    165.54,    633.26,    340.62,    177.86
196910,    157.21,    408.61,    236.68,    799.12,    382.25,   1431.40,    164.18,    646.52,    325.14,    176.18
196911,    170.10,    426.52,    252.79,    802.31,    405.85,   1481.47,    175.07,    704.04,    350.69,    190.43
196912,    166.12,    406.46,    243.43,    761.68,    401.02,   1484.68,    168.35,    704.46,    330.57,    179.32
197001,    162.47,    391.86,    240.10,    738.02,    397.80,   1399.33,    164.16,    733.90,    327.06,    172.18
197002,    155.78,    358.96,    222.47,    651.03,    361.71,   1363.55,    154.17,    681.33,    312.04,    156.82
197003,    162.56,    377.40,    232.89,    680.74,    371.27,   1457.66,    161.71,    717.10,    336.32,    171.40
197004,    160.70,    395.59,    232.54,    677.08,    365.11,   1487.36,    158.68,    679.99,    344.62,    168.64
197005,    144.13,    363.23,    212.71,    614.38,    312.70,   1356.59,    141.30,    610.96,    315.63,    145.31
197006,    133.65,    338.08,    195.71,    630.05,    282.18,   1291.29,    128.40,    561.58,    296.89,    133.31
197007,    125.47,    303.08,    182.68,    581.01,    251.12,   1144.29,    117.29,    527.78,    282.42,    122.30
197008,    133.61,    336.11,    192.28,    653.05,    257.75,   1261.79,    128.91,    538.78,    305.85,    132.41
197009,    135.15,    361.57,    200.10,    690.53,    280.78,   1323.57,    135.39,    546.64,    318.17,    138.92
197010,    142.33,    371.08,    208.23,    719.13,    309.09,   1307.86,    146.03,    589.82,    315.11,    149.10
197011,    143.03,    365.56,    201.56,    737.06,    298.89,   1258.81,    143.74,    594.20,    311.28,    140.40
197012,    148.73,    388.13,    209.70,    775.56,    312.25,   1320.73,    154.13,    609.94,    338.55,    145.54
197101,    160.45,    411.84,    226.50,    793.02,    325.89,   1407.84,    163.33,    643.78,    361.37,    157.48
197102,    168.71,    426.76,    239.93,    800.89,    343.58,   1545.16,    177.32,    675.24,    370.81,    169.91
197103,    175.01,    433.86,    241.92,    841.55,    353.79,   1448.60,    183.69,    681.89,    359.51,    173.95
197104,    182.94,    448.32,    252.46,    863.68,    385.90,   1455.40,    196.84,    706.35,    366.45,    183.84
197105,    187.40,    486.02,    264.32,    899.95,    399.04,   1520.83,    206.33,    735.84,    352.23,    192.71
197106,    181.60,    462.49,    258.10,    851.43,    377.37,   1426.44,    202.17,    718.20,    337.28,    180.36
197107,    180.89,    450.99,    255.34,    839.21,    365.24,   1328.67,    194.55,    729.59,    354.58,    171.12
197108,    177.26,    426.57,    242.92,    820.07,    333.85,   1279.68,    187.46,    713.60,    345.72,    164.63
197109,    182.29,    469.13,    257.31,    804.24,    354.87,   1260.79,    198.61,    733.75,    335.53,    175.65
197110,    181.73,    468.29,    256.18,    790.17,    349.12,   1262.46,    199.99,    738.18,    329.19,    174.55
197111,    173.66,    447.17,    240.92,    752.71,    333.88,   1239.34,    192.91,    719.51,    336.77,    167.00
197112,    172.40,    445.51,    237.93,    748.51,    340.10,   1230.30,    192.83,    722.57,    330.77,    165.81
197201,    190.75,    472.52,    262.90,    813.97,    380.12,   1319.88,    212.44,    778.20,    356.19,    178.99
197202,    195.26,    487.93,    271.03,    814.18,    411.84,   1333.17,    213.25,    797.99,    353.72,    185.16
197203,    204.51,    491.56,    284.08,    828.84,    420.52,   1322.46,    224.93,    852.88,    342.85,    189.58
197204,    204.91,    512.08,    291.28,    788.23,    427.10,   1314.37,    229.14,    856.42,    340.92,    194.36
197205,    208.64,    508.43,    297.23,    790.28,    430.31,   1300.38,    227.64,    865.66,    330.16,    198.01
197206,    208.90,    499.23,    302.33,    811.56,    447.23,   1301.98,    231.50,    895.43,    327.35,    197.52
197207,    199.47,    470.47,    293.05,    773.38,    429.97,   1286.14,    214.48,    794.18,    329.59,    188.24
197208,    196.36,    463.88,    294.42,    763.92,    434.02,   1295.62,    209.67,    818.40,    328.43,    183.29
197209,    195.64,    478.87,    300.67,    852.66,    445.15,   1347.38,    208.93,    825.26,    345.82,    189.39
197210,    190.69,    476.47,    297.15,    850.40,    439.77,   1401.27,    208.39,    821.35,    344.98,    186.02
197211,    190.58,    464.63,    300.77,    874.91,    429.44,   1433.10,    209.91,    833.34,    366.80,    188.47
197212,    203.08,    497.71,    313.27,    923.68,    438.96,   1517.85,    222.73,    826.98,    388.06,    197.65
197301,    204.83,    509.86,    316.22,    932.67,    449.70,   1536.93,    227.95,    857.46,    382.09,    196.04
197302,    196.56,    475.14,    304.86,    976.63,    459.70,   1504.38,    218.35,    847.03,    364.45,    181.51
197303,    187.93,    443.59,    297.25,    908.05,    444.49,   1419.74,    203.73,    839.13,    354.87,    170.73
197304,    185.53,    433.95,    296.30,    935.87,    441.09,   1423.07,    192.74,    845.32,    345.92,    170.14
197305,    175.25,    411.21,    284.15,    933.29,    415.51,   1435.36,    177.22,    798.40,    342.54,    157.27
197306,    171.03,    390.25,    279.95,    894.74,    405.41,   1406.64,    173.41,    805.34,    341.38,    149.09
197307,    107.99,    248.80,    187.55,    594.55,    187.09,    934.14,     93.09,    429.72,    277.88,     74.58
197308,    117.08,    268.74,    200.73,    602.51,    197.63,    931.31,    104.21,    459.08,    270.12,     82.13
197309,    113.42,    256.49,    197.65,    576.12,    191.04,    883.72,     99.92,    435.57,    262.44,     80.50
197310,    119.95,    277.46,    207.13,    629.28,    187.33,    949.59,    108.21,    439.00,    282.15,     86.61
197311,    117.89,    270.28,    210.01,    667.82,    198.21,    896.97,    104.96,    446.85,    271.10,     86.83
197312,    102.43,    222.35,    180.10,    628.58,    176.85,    819.42,     85.67,    420.45,    237.74,     75.85
197401,    100.99,    214.80,    183.06,    682.16,    169.90,    853.83,     85.19,    407.28,    244.59,     77.97
197402,    103.38,    228.81,    183.85,    628.94,    173.29,    870.96,     91.09,    396.83,    254.42,     78.93
197403,    103.24,    224.44,    183.02,    619.34,    173.63,    920.24,     91.70,    390.84,    253.20,     79.95
197404,    101.67,    225.08,    181.87,    605.72,    170.01,    875.06,     89.08,    398.35,    242.83,     77.06
197405,     98.81,    216.47,    179.23,    566.35,    165.03,    828.61,     87.82,    398.41,    212.91,     72.40
197406,     96.34,    219.04,    174.51,    519.23,    158.36,    804.74,     89.10,    396.62,    200.52,     66.54
197407,     96.72,    219.72,    175.32,    485.05,    154.53,    817.06,     88.25,    382.62,    195.67,     64.61
197408,     87.25,    196.40,    163.00,    486.29,    143.49,    754.79,     77.07,    331.13,    195.96,     60.52
197409,     78.66,    184.16,    145.68,    440.12,    136.41,    758.86,     67.02,    302.76,    176.91,     54.09
197410,     69.02,    163.50,    127.11,    405.14,    114.40,    728.08,     59.11,    255.61,    173.15,     48.90
197411,     79.97,    171.52,    147.45,    490.09,    132.03,    807.08,     65.05,    330.85,    196.21,     58.95
197412,     76.53,    162.46,    138.34,    479.26,    125.60,    770.33,     61.03,    325.54,    193.88,     57.43
197501,     76.35,    155.54,    132.20,    485.45,    119.35,    779.01,     59.38,    321.56,    190.77,     54.94
197502,     90.79,    188.15,    151.27,    516.39,    138.20,    865.59,     74.66,    321.85,    225.52,     64.72
197503,     94.50,    194.99,    162.95,    525.98,    156.35,    898.47,     78.53,    372.03,    225.48,     66.50
197504,    100.98,    208.91,    171.49,    513.77,    157.78,    887.44,     86.95,    376.44,    222.13,     69.22
197505,    103.96,    217.58,    187.64,    548.96,    166.84,    879.05,     89.08,    378.95,    217.27,     71.45
197506,    109.35,    224.25,    193.08,    610.82,    177.29,    919.65,     93.01,    411.87,    233.53,     75.55
197507,    116.93,    244.39,    197.25,    600.86,    180.76,    939.03,    100.21,    380.12,    267.57,     79.57
197508,    110.93,    241.66,    186.14,    573.41,    164.57,    899.45,     92.67,    334.18,    253.33,     74.68
197509,    107.01,    231.86,    183.96,    564.73,    159.06,    855.20,     92.29,    323.54,    247.77,     70.70
197510,    104.14,    225.36,    173.13,    557.60,    157.56,    841.13,     89.13,    306.65,    244.52,     66.22
197511,    115.36,    244.86,    182.83,    550.20,    171.19,    898.37,     98.56,    339.07,    258.89,     68.77
197512,    120.39,    251.80,    187.69,    537.72,    179.21,    946.89,    103.17,    360.38,    264.88,     71.19
197601,    118.46,    250.15,    185.54,    546.82,    177.25,    942.45,    100.52,    337.19,    266.75,     70.89
197602,    131.71,    288.77,    217.52,    593.47,    209.66,   1031.94,    109.64,    363.31,    287.73,     79.95
197603,    131.19,    300.77,    220.55,    570.06,    211.67,   1055.10,    115.07,    338.14,    275.45,     82.37
197604,    132.24,    312.88,    223.17,    611.12,    220.19,   1057.74,    119.37,    362.58,    277.42,     83.94
